n_dpe,version_dpe,methode_du_dpe,categorie_erp,secteur_activite,type_energie_principale_chauffage,type_energie_n_1,type_usage_energie_n_1,conso_kwhep_m2_an,emission_ges_kgco2_m2_an,surface_utile,conso_finale_energie,conso_primaire_energie,frais_annuel_energie,annee_construction,etiquette_dpe
2317T4057303L,5,2,4,11,6,4,6,539.5,69.6,100.0,145670.0,201755.9,26598.0,1960,4
2237T0139011Q,3,2,4,9,6,7,6,341.3,9.5,100.0,9793.0,22523.9,2841.0,1947,5
2375T1138524Y,4,3,4,10,6,7,6,631.4,17.6,100.0,11152.0,25649.6,3235.0,-1,7
2174T0675214F,1,2,4,10,6,7,6,615.3,21.0,100.0,48677.2,108297.8,8680.0,1983,7
2235T1184993Q,3,2,5,24,7,7,2,210.8,5.9,212.3,19461.0,44760.3,3167.6,1983,4
2391T0295256E,4,2,4,22,6,7,6,994.3,27.7,100.0,22826.0,52499.8,633.0,-1,7
2113T0772830I,1,4,4,5,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1948,1
2375T2964636A,5,3,4,9,6,7,6,553.9,15.4,100.0,3841.0,8834.3,743.0,-1,7
2468T0489665P,5,2,4,19,6,7,6,341.5,9.5,100.0,2672.1,6145.9,435.6,2019,4
2275T1417429A,3,2,5,25,6,7,6,114.6,3.2,238.0,11858.0,27273.4,1959.9,1900,3
2267T2394399M,4,3,4,21,6,4,6,256.6,46.3,588.0,153770.0,179277.3,9094.5,1970,4
2321T1488593B,4,2,4,7,6,4,6,844.1,149.7,100.0,766666.7,892333.3,222387.0,-1,6
2344T4113775M,5,2,4,25,6,7,6,375.3,10.4,100.0,106682.5,245369.8,11978.4,1965,5
2208T1900566Q,3,2,5,25,6,7,4,187.0,34.0,193.2,83340.0,83340.0,7926.0,1948,4
2101T0529684C,0,2,4,6,6,7,6,200.6,8.0,100.0,218022.3,464348.6,11508.800000000001,2006,4
2293T1080450Z,3,2,4,7,7,7,2,236.3,6.6,100.0,8250.0,18975.0,1443.0,-1,4
2321T0979486A,4,2,0,16,5,5,2,148.0,9.0,6884.1,778069.8,148.70000000000002,71838.5,1975,3
2475T0341775U,5,2,5,25,6,7,3,225.0,6.0,395.7,116001.0,266799.0,18714.0,1949,4
2277T1814387S,3,2,4,9,6,7,6,1206.3,33.6,100.0,45468.0,104576.4,13189.0,-1,7
2283T2892017G,4,2,2,19,6,7,6,6758.2,188.1,100.0,1292870.0,2973601.0,37502.0,2001,7
2313T1893817H,5,2,5,24,6,7,6,28.0,0.8,858.0,11135.0,24050.5,2836.5,1997,1
2377T2079763N,4,2,4,7,6,7,6,188.5,5.2,100.0,3426.0,7879.8,841.6,-1,4
2313T0000059L,4,2,4,9,6,7,6,345.5,10.5,100.0,29453.2,66128.3,8301.3,-1,5
2313T3777648I,5,2,4,7,6,7,6,784.3,21.8,100.0,381883.0,878330.9,110773.0,-1,7
2206T0707101B,3,2,5,24,7,4,3,7.3,2.2,46.2,261.0,319.5,70.4,1949,1
2168T1012923U,2,2,4,9,6,7,6,127.2,3.5,100.0,2885.0,6635.5,548.0,1947,3
2277T2072084D,4,2,4,10,4,4,2,383.2,87.0,100.0,60067.0,60067.0,3463.8,1972,6
2350T4147678R,5,2,4,24,6,7,6,485.7,13.5,100.0,4878.0,11219.4,488.0,2017,5
2167T1039921D,2,2,0,24,7,7,2,303.0,8.0,224.3,29594.3,303.5,0.0,2012,4
2391T3335221X,5,2,4,10,6,7,6,496.3,49.1,100.0,48203.0,75731.8,6600.0,-1,6
2127T0556146W,0,2,4,19,6,4,6,147.2,23.6,16.0,2240.9,3231.5,490.8,2015,3
2159T0159343L,0,6,4,9,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1948,1
2333T3954368A,5,2,5,24,6,7,6,157.8,19.6,1598.0,178545.3,252224.6,140909.0,1984,3
2294T3213693V,4,3,5,24,6,7,3,734.0,246.0,24.6,16113.0,37059.0,2817.0,1900,5
2285T0791427K,3,2,5,24,6,7,6,234.9,6.5,38.9,3644.0,8381.2,675.0,2017,4
2156T0673758N,1,2,4,25,6,7,6,221.9,6.2,100.0,20273.0,46627.9,4360.5,1983,4
2364T1684834L,4,2,0,9,6,7,6,170.7,11.4,14204.7,1322497.0,2425099.8,137551.5,1972,3
2329T3777701Z,5,2,4,24,6,7,6,186.8,5.2,100.0,4668.7,10737.9,1044.0,1988,3
2261T1613923Y,3,2,4,10,6,7,6,647.5,53.3,100.0,72925.0,135325.0,19800.0,-1,7
2123T0612416Y,1,4,4,7,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
2150T0245643I,0,6,5,24,6,7,6,478.4,32.5,5603.0,1406630.0,2680331.0,88256.5,2008,6
2375T1995929B,4,2,4,21,6,7,6,459.4,12.8,100.0,5235133.3,12040806.7,1518555.3,-1,5
2110T0597115Y,1,4,4,24,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
2167T0396422E,0,4,4,9,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
2144T0920116J,1,2,2,22,4,7,1,76.3,7.5,2204.0,215348.0,349457.30000000005,24370.199999999997,1977,2
2275T1511132Z,3,2,4,7,6,5,6,255.6,40.1,100.0,8714.0,8714.0,410.0,-1,4
2392T1370421S,4,2,4,25,6,7,6,110.3,3.1,100.0,292549.7,672864.2,84860.0,-1,2
2459T0155898B,5,2,2,7,6,4,6,230.3,34.3,100.0,230853.8,296456.5,9380.3,1949,3
2374T0799315K,4,2,0,24,7,7,2,753.0,21.0,205.3,67532.4,753.5,13143.6,1978,7
2187T0534827F,0,6,0,24,7,7,2,202.0,13.0,16365.8,1743056.8,203.0,128069.3,1963,3
2313T0185251F,4,2,4,21,6,7,6,136.2,3.8,100.0,13553.0,31171.9,2356.3,-1,3
2375T0211510O,4,3,4,19,6,4,6,308.7,45.9,100.0,3698.0,4753.6,1073.0,-1,3
2331T0954841N,4,2,2,7,6,7,6,237.1,23.1,100.0,629783.0,995038.3,108255.3,-1,3
2223T2255599I,4,2,4,10,6,7,6,227.4,18.2,100.0,38761.9,66546.5,2479.5,-1,4
2174T0410619M,0,2,4,9,6,7,6,942.1,26.2,100.0,450563.3,1036295.7,57120.7,2013,7
2285T2856700Z,4,2,4,25,6,7,6,23.6,0.7,100.0,5719.0,13153.7,945.5,-1,1
2459T0259475U,5,2,5,9,6,7,6,158.2,4.4,788.7,54251.0,124777.3,8730.2,1980,3
2117T0304706S,0,2,4,9,7,7,2,195.9,5.5,100.0,7494.5,17237.4,1388.3,1989,4
2492T0382404C,5,3,4,25,6,7,6,331.0,9.2,100.0,11572.0,26615.6,3356.5,-1,4
2213T1632813Q,3,2,5,24,6,7,6,308.2,8.6,4695.1,1887141.0,4340424.3,316869.6,2012,3
2368T1505611K,4,3,4,19,6,4,6,291.3,58.0,100.0,12437.0,13497.8,1529.0,1950,4
2249T3013112L,4,2,0,16,4,4,2,158.0,23.0,34316.0,4165757.7,158.5,297675.8,1965,3
2272T3119877R,4,2,4,21,6,7,6,15.3,0.4,100.0,4627.0,10642.1,1009.0,-1,1
2275T2158411I,4,2,5,25,6,5,6,139.3,21.9,418.0,58233.0,58233.0,4582.9,1970,3
2271T2788493C,4,2,4,9,0,0,2,274.9,8.2,100.0,302400.0,302400.0,9680.0,-1,5
2110T0772271S,1,2,5,5,6,7,6,169.2,4.7,800.0,58848.0,135350.4,9465.2,1989,3
2275T2327938P,4,2,5,25,6,7,6,460.8,16.8,64.6,14228.0,32724.4,1976.3,1970,5
2249T1165632N,3,2,4,16,6,7,6,169.9,20.9,100.0,624271.2,886414.4,57727.9,-1,3
2392T3425872N,5,2,4,25,7,7,2,213.0,6.0,243.2,40779.0,93789.0,6687.0,1975,4
2128T0487386H,0,6,0,5,2,2,2,301.0,82.0,118.3,32127.0,301.6,2455.6,1961,4
2183T0656118C,1,2,4,5,7,7,2,56.9,1.6,100.0,2000.0,4600.0,520.0,1948,2
2337T1909982Y,4,2,4,21,6,7,6,154.8,15.3,100.0,45138.5,70857.7,8559.0,-1,3
2121T0213539L,0,6,4,9,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
2141T0681604S,1,4,4,7,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
2392T3843531I,5,2,2,8,6,7,6,35.6,1.0,100.0,4389.0,10094.7,1273.0,2009,2
2387T0148555R,4,3,4,9,6,7,6,169.1,18.1,228.0,25399.4,38545.0,2913.8,1900,3
2273T2388888T,4,3,5,10,6,7,3,296.0,8.0,113.9,43950.0,101085.0,7197.0,1974,5
2259T1245255I,3,2,5,24,6,7,6,251.4,7.0,21.1,6898.0,15865.4,1179.4,1930,4
2238T2999318M,4,3,4,21,6,7,6,474.1,13.2,100.0,18612.5,42808.8,4131.0,-1,6
2258T0084339R,3,2,4,21,6,7,6,87.9,7.4,100.0,70206.0,118218.9,18780.5,1947,2
2416T0247271T,5,2,4,9,6,7,6,198.6,5.5,100.0,17859.7,41077.2,5180.7,-1,4
2374T4280153U,5,2,4,16,2,2,2,213.8,69.3,100.0,136643.3,136643.3,12492.0,-1,4
2213T1342707S,3,2,4,9,6,7,6,321.3,8.9,100.0,76065.0,174949.5,10345.0,-1,5
2306T1478335Y,5,2,5,24,6,7,6,322.0,9.0,30.0,4200.0,9660.0,1092.0,1940,5
2303T3424924Q,5,2,5,24,6,7,6,538.3,30.1,368.5,185180.5,377797.6,26211.0,2014,7
2394T2983413Y,5,3,4,21,6,7,6,76.3,2.1,100.0,30928.0,71134.4,8971285.0,-1,2
2478T0052471V,5,3,4,9,6,7,6,344.0,9.6,100.0,21387.3,49190.899999999994,1885.1,-1,5
2175T0727677B,1,2,4,5,6,7,6,310.7,8.6,100.0,5795.3,13329.3,1558.0,1900,4
2169T0496069V,0,2,4,7,6,4,6,164.3,37.3,100.0,10810.8,10810.8,680.0,1948,3
2231T2148495G,4,2,4,9,6,7,6,399.7,11.1,100.0,27327.0,62852.1,2202.1,1995,6
2286T2078849R,4,2,4,22,6,7,0,224.6,6.2,100.0,9466.0,21771.8,2746.0,-1,4
2142T0060407O,0,6,0,7,6,7,6,241.1,22.0,100.0,233063.8,379252.7,58347.0,2001,4
2238T0938704C,3,2,4,7,6,7,6,238.6,6.6,100.0,3546.0,8155.8,1029.0,-1,4
2292T2202264Q,4,2,5,25,6,7,6,225.2,7.5,8432.0,1660981.1,3750081.1,260547.1,1975,4
2213T2995192V,4,3,4,24,6,7,6,95.1,2.6,100.0,7828.0,18004.4,2271.0,-1,3
2320T2526575K,4,2,4,21,6,7,6,177.1,4.9,100.0,19425.0,44677.5,5634.3,-1,3
2165T0763844S,1,2,5,24,4,4,2,135.0,30.7,75.1,10135.0,10135.0,892.1,1900,3
2459T0368052V,5,3,4,21,6,4,6,253.5,41.3,100.0,28974.0,35412.4,1501.0,-1,4
2337T1320893R,4,3,4,11,6,7,6,366.0,24.4,100.0,97177.3,185176.9,20911.6,-1,3
2169T0405135J,0,2,4,21,7,7,2,169.0,5.0,138.6,30465.0,70068.0,4386.0,1991,3
2388T1532262F,5,2,5,24,6,7,6,618.3,65.4,1500.0,608409.0,927486.2,62088.2,1962,7
2359T3684435Z,5,2,4,21,6,4,6,229.9,47.8,100.0,29199.3,30856.8,3817.0,-1,4
2384T1561409C,4,2,4,8,6,7,6,52.7,1.5,100.0,4544.0,10451.2,869.0,-1,2
2269T1899378H,4,2,4,25,6,7,6,243.1,6.8,100.0,6975.0,16042.5,2023.0,2014,4
2192T0817838L,1,4,4,5,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,2001,1
2213T2045184B,4,3,5,24,6,7,6,763.2,21.2,42.4,14078.0,32379.4,2309.2,1900,7
2233T0154388X,3,2,4,9,6,7,6,203.5,5.7,130.0,23576.0,54224.8,2366.3,1983,4
2256T2280092Q,4,2,4,25,6,7,6,238.2,6.6,100.0,23960.0,55108.0,4049.0,-1,4
2375T4396091Z,5,2,4,21,6,7,6,251.9,27.5,100.0,427801.0,668645.5,124092.0,-1,4
2243T1919204V,3,2,4,7,6,4,6,207.8,29.4,100.0,23038.0,30406.4,2517.0,-1,4
2269T1337958F,3,2,4,18,6,7,6,204.2,5.7,100.0,16027.0,36862.1,4649.0,1998,4
2375T4208190A,5,3,4,21,6,4,6,279.8,48.3,100.0,71049.0,84037.3,9243.0,1880,4
2275T2721166T,4,3,5,11,6,7,3,337.0,9.0,65.5,28770.0,66171.0,3975.0,1900,5
2317T1219441X,4,2,4,7,6,7,6,312.5,8.7,100.0,29895.0,68758.5,8672.0,-1,5
2140T0927438V,2,4,4,9,6,6,6,0.1,0.1,100.0,0.0,0.0,0.0,1947,1
2295T0131011E,2,2,5,9,6,7,3,48.0,2.0,34.1,2049.0,4713.0,594.0,1970,7
2275T0313386V,3,2,4,7,6,2,6,421.8,111.1,100.0,118189.1,133644.80000000002,10912.0,1948,5
2370T0645450J,4,3,4,21,6,4,6,140.2,31.8,100.0,14206.0,14206.0,694.2,-1,3
2333T0219331T,4,3,4,19,6,7,0,141.2,3.9,100.0,12336.0,28372.8,3578.7,2018,3
2308T3778347A,5,2,4,7,6,7,6,216.2,6.0,100.0,7916.0,18206.8,2894.6,-1,4
2169T0480100Q,0,2,4,5,6,7,6,211.0,5.9,100.0,18330.0,42159.0,6675.0,2013,3
2360T3892448N,5,3,4,7,6,7,6,1323.4,36.8,100.0,65000.0,149500.0,18855.0,-1,7
2493T0590734V,5,2,0,16,4,7,2,143.0,17.0,2174.4,218538.90000000002,143.1,23406.800000000003,1945,3
2106T0336141I,0,6,5,24,6,7,6,209.2,27.3,83.7,12323.0,17510.0,1813.8,1949,4
2369T2968449L,5,3,4,24,6,7,6,132.0,3.7,100.0,3974.0,9140.2,639.0,-1,3
2393T2065612W,4,3,4,21,6,7,6,52.3,1.5,100.0,1935.0,4450.5,561.0,-1,2
2318T1145518T,4,3,5,24,6,6,6,0.0,0.0,21.3,0.0,0.0,0.0,1996,7
2304T1089948X,4,2,0,21,7,7,2,415.0,14.0,144.0,26000.0,415.3,4592.9,1975,5
2388T4024382Z,5,3,5,24,6,4,6,121.1,17.8,274.2,25642.0,33201.5,2534.3,1950,3
2182T0939367G,2,4,4,9,6,6,6,0.1,0.1,100.0,0.0,0.0,0.0,1947,1
2244T2986768A,4,2,5,25,6,7,6,40.0,1.1,88.7,1670.0,3841.0,383.9,1988,1
2306T0486801A,4,2,4,25,6,7,6,11.7,0.3,100.0,2985.0,6865.5,866.0,1966,1
2374T1262861C,4,2,4,9,7,7,2,0.9,0.0,100.0,19.6,45.2,5.3,-1,1
2331T1991077T,4,2,0,9,6,7,6,258.2,7.2,141.0,33245.0,76463.5,9643.3,-1,5
2118T0518786P,0,4,4,9,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1948,1
2302T1083754P,4,3,4,10,6,7,6,62.3,1.7,100.0,1789.0,4114.7,885.0,-1,2
2144T1002120J,2,2,4,10,6,7,6,516.0,44.4,100.0,37668.9,62788.8,4843.0,1947,7
2288T2069085F,3,2,5,24,6,7,6,383.4,10.7,93.6,15601.0,35882.3,2550.4,1900,6
2310T0511182X,4,2,0,24,7,7,2,546.0,15.0,153.0,36338.0,546.3,0.0,1997,6
2287T2745788F,4,2,4,24,6,2,6,508.8,93.1,100.0,83455.0,114180.5,12325.0,-1,6
2347T2307917N,4,2,4,9,6,7,6,573.4,16.0,100.0,26051.0,59917.3,7557.0,-1,7
2263T0258486V,3,2,4,10,6,7,6,336.4,34.2,100.0,40994.6,63649.7,3364.8999999999996,1947,5
2342T0615435W,4,2,1,24,6,4,6,130.1,17.1,1456.0,267506.0,319599.6,20763.6,1996,3
2159T0919605H,2,2,4,9,6,7,6,236.0,6.6,100.0,40069.0,92158.7,6881.0,1948,4
2214T2763686U,4,3,5,24,7,7,2,365.0,10.0,33.0,15693.0,36096.0,2751.0,1949,7
2231T0269279S,3,2,4,24,6,4,6,117.3,16.7,100.0,2889892.0,3808930.9,838271.0,2004,3
2276T0702108S,3,2,4,7,6,7,6,25.1,0.7,100.0,2400.0,5520.0,3000.0,1989,1
2243T2509723C,4,2,4,7,6,7,6,292.3,8.1,100.0,4194.0,9646.2,1217.0,-1,4
2388T4248577W,5,2,5,24,6,5,6,422.8,47.4,60.5,25601.0,25601.0,2014.8,1920,6
2314T1373407O,4,2,4,9,6,7,6,294.8,8.2,100.0,33416.5,76858.0,3141.0,2015,5
2213T2115464D,4,2,4,9,6,7,6,328.5,9.1,100.0,24407.0,56136.1,2686.0,-1,5
2439T0491571U,5,2,5,24,6,4,6,326.9,60.1,714.0,548590.9,548590.9,34230.2,1974,5
2362T0501302X,4,3,5,24,7,7,2,230.4,6.4,60.3,6040.0,13892.0,1270.0,1960,4
2180T0636440D,1,2,4,10,6,7,6,288.1,8.0,84.0,10522.0,24200.6,1749.6,1950,5
2371T2559074I,5,2,4,19,6,7,6,230.2,28.4,100.0,40106.0,56816.2,5224.0,-1,4
2130T0040133I,0,6,5,24,6,7,6,222.2,8.1,102.6,9910.0,22793.0,1212.0,2005,4
2356T1574891O,5,2,5,24,6,7,6,115.7,3.2,1480.0,74461.0,171260.3,11961.6,1980,3
2372T0193836R,4,2,4,17,6,4,6,262.4,44.8,100.0,68393.1,81391.8,2544.0,-1,4
2387T1089048M,4,2,5,24,6,7,6,0.0,0.0,198.0,1.0,2.3,0.3,1970,1
2338T0513152T,4,3,5,9,4,4,2,183.0,18.0,143.0,28338.0,28338.0,3150.0,1949,7
2213T0622812L,3,2,4,9,6,7,6,112.7,3.1,100.0,142842.0,328536.6,23244.0,1989,3
2375T1995440G,4,2,0,24,7,7,2,511.0,40.0,1540.0,458969.6,511.1,39232.7,2013,5
2101T0847131P,1,4,4,21,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1989,1
2175T0899316O,2,4,4,21,6,6,6,0.1,0.1,100.0,0.0,0.0,0.0,1947,1
2345T0183506I,4,2,4,25,6,7,6,216.1,6.0,100.0,7544.0,17351.2,1038.5,-1,4
2319T0146233T,4,2,4,9,6,7,6,139.1,3.9,100.0,14100.7,32431.5,2325.7,2000,3
2483T0374802J,5,2,4,9,6,7,6,34.1,0.9,100.0,1623.0,3732.9,471.0,-1,2
2375T1147626A,4,2,4,11,6,7,6,241.7,21.8,100.0,148847.6,243226.30000000002,23561.0,-1,3
2175T0521394C,0,4,4,9,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
2377T0544239X,4,2,4,7,6,4,6,374.3,62.2,100.0,374583.9,452931.9,108666.0,-1,4
2194T0236836H,0,2,4,19,6,7,6,144.5,7.2,100.0,1580.0,3179.0,575.5,2013,3
2135T0713677B,1,2,4,10,6,7,6,948.9,26.4,100.0,85362.0,196332.6,4699.0,1947,7
2244T0641020Y,3,2,4,9,6,7,6,144.3,4.0,100.0,4674.0,10750.2,635.0,1983,3
2263T0315160P,3,2,4,9,7,7,2,266.1,7.4,100.0,34094.0,78416.2,3828.0,1948,4
2226T0983439F,3,2,4,9,6,4,6,69.0,9.8,100.0,7557.4,9988.4,545.7,-1,2
2172T1039393A,3,2,5,25,6,7,3,61.0,2.0,143.0,11400.0,26220.0,1641.0,2006,2
2395T2547808Y,5,2,4,25,6,7,6,193.8,5.4,100.0,4820.0,11086.0,572.4,-1,3
2271T2537817S,4,3,4,25,6,7,6,302.2,8.4,100.0,6377.0,14667.1,1850.0,-1,5
2276T3144798I,4,3,4,21,6,7,6,235.0,8.6,206.0,69445.0,159723.5,9645.9,1948,4
2395T2920272M,5,3,5,24,6,7,6,242.6,20.6,8479.0,1226706.0,2057195.4,138851.0,2014,3
2393T0789095B,4,2,0,24,7,7,2,298.0,12.0,190.3,26854.100000000002,298.7,4013.1,1971,5
2114T0852627M,2,4,4,21,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,2006,1
2445T0018820H,5,2,5,24,6,7,6,253.9,15.0,1950.0,258941.0,495087.3,34279.4,1990,4
2269T0594506X,3,2,4,19,6,7,6,420.1,11.7,100.0,21900.0,50370.0,4000.0,1989,6
2276T2900412W,4,3,5,24,7,7,2,280.2,7.8,158.0,19246.0,44265.8,3133.2,1953,5
2274T2995699R,4,2,5,25,6,7,6,294.6,8.2,91.9,11770.0,27071.0,1946.0,1997,4
2176T0527525Y,0,2,4,19,6,7,6,145.0,4.0,100.0,5229.0,12026.7,1517.0,2001,3
2274T0469207X,3,2,4,7,6,7,6,370.7,46.5,100.0,92923.0,130483.9,9587.0,1949,5
2220T1199857T,3,2,5,24,7,7,2,155.1,4.3,129.0,8698.0,20005.4,1552.0,1985,3
2289T1810919U,3,2,4,9,6,4,6,129.6,17.9,100.0,10245.0,13684.0,2972.0,-1,3
2238T2963204M,4,2,5,25,6,7,6,185.1,5.2,424.9,34201.0,78662.3,5472.2,1990,3
2138T0971854B,2,2,4,10,6,7,6,412.9,45.6,100.0,99186.20000000001,148173.3,8603.6,1947,6
2378T4529156Z,5,3,5,24,6,7,6,274.8,34.7,153.4,59050.2,74127.6,5204.4,1900,5
2395T2312332E,4,2,4,25,6,7,6,144.3,4.0,100.0,6969.0,16028.7,1860.0,-1,3
2343T4451091D,5,3,4,9,6,7,6,793.0,22.1,100.0,668224.0,1536915.2,193832.0,-1,7
2306T2391146B,4,3,4,21,6,7,6,194.7,6.5,100.0,7123.8,15815.599999999999,1196.0,-1,3
2392T4039659S,5,2,5,25,6,7,6,132.8,3.7,365.0,61461.0,141360.3,29550.0,1990,3
2240T0441543P,3,2,4,7,6,7,4,41.5,1.2,100.0,2772.0,6375.6,2109.0,2019,2
2245T1900036R,3,2,5,24,6,7,3,464.0,13.0,72.8,44073.0,101370.0,4830.0,1999,5
2175T0357696A,0,4,4,9,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
2275T2409034R,4,3,4,21,6,7,6,208.9,5.8,100.0,8399.0,19317.7,2436.0,-1,3
2116T1029394H,2,2,5,21,6,7,6,155.1,5.7,87.3,12950.0,29785.0,1798.7,1900,3
2335T0307806S,4,2,4,19,6,7,6,284.7,7.9,100.0,31992.7,73583.1,3877.0,1999,3
2162T0651115W,1,2,5,24,6,7,6,1346.0,37.5,756.3,442584.0,1017943.2,72127.2,2012,7
2372T0870012L,4,3,4,10,6,7,6,216.5,6.0,100.0,24335.0,55970.5,7059.0,-1,4
2306T1202121I,4,3,4,21,6,7,6,205.4,5.7,100.0,3939.0,9059.7,858.2,1965,3
2177T0787117H,1,2,0,24,4,7,2,339.0,32.0,186.5,38694.9,339.4,4619.7,1945,4
2376T3880546J,5,2,4,21,6,7,6,79.9,2.2,100.0,6202.0,14264.6,1178.4,2014,2
2392T2593548B,5,2,4,21,6,7,6,317.0,8.8,100.0,5666146.0,13032135.8,1643579.0,-1,4
2371T0903213J,4,2,4,25,6,7,6,89.7,2.5,100.0,2585.2,5946.0,499.3,-1,2
2385T1189849J,4,2,4,21,6,7,6,197.2,5.5,100.0,45473.0,104587.9,13190.0,-1,3
2338T3252044T,5,2,4,25,6,7,6,318.4,8.9,100.0,167494.5,385237.4,48585.0,-1,4
2191T0892393X,2,4,2,19,6,6,6,0.1,0.1,100.0,0.0,0.0,0.0,1948,1
2330T1734256Z,4,2,4,10,6,7,6,310.4,8.6,100.0,17727.0,40772.1,5142.0,-1,5
2149T0138904Y,0,6,4,25,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1989,1
2375T3194490O,5,3,4,21,6,7,0,225.6,6.3,100.0,15184.0,34923.2,4404.0,-1,4
2335T3584628I,5,2,4,10,6,4,6,75.1,17.0,100.0,9909.9,9909.9,830.0,-1,2
2242T1239969J,3,2,4,9,6,4,6,215.5,48.9,100.0,11140.5,11140.5,3232.0,-1,4
2375T3868145J,5,2,4,25,6,7,6,387.9,10.8,100.0,1873232.0,4308433.6,337182.0,2004,5
2180T0482805C,0,4,4,7,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
2274T0767372U,3,2,4,7,7,7,2,518.9,14.4,100.0,24735.0,56890.5,7175.0,1947,7
2374T3540473O,5,3,5,24,6,7,6,344.1,37.1,82.1,30573.2,53903.0,4079.8,1960,5
2178T0772317C,1,2,5,24,6,4,6,272.2,40.4,65.4,32335.199999999997,32335.199999999997,2342.4,1920,5
2377T2354458S,5,0,0,21,7,7,2,34.0,1.0,322.0,10258.1,73.3,1120.0,2023,1
2375T0797909J,4,2,4,25,6,4,6,133.7,30.4,100.0,8767.1,8767.1,1082.2,-1,3
2476T0545201X,5,3,4,7,6,7,6,424.7,11.8,100.0,8328.0,19154.4,1432.0,-1,6
2338T4192818J,5,3,4,9,6,7,6,597.0,16.6,100.0,16030.0,36869.0,4650.0,-1,7
2375T4014211H,5,3,4,21,6,4,6,165.5,37.6,100.0,10592.6,10592.6,1178004.5,-1,3
2474T0572134S,5,2,5,24,6,4,6,109.9,21.3,349.4,96268.7,96268.7,14755.300000000001,1923,3
2163T0238363V,0,6,5,24,6,7,6,452.6,16.5,126.0,24728.0,56874.4,4698.3,1948,6
2275T2431203I,4,3,4,9,6,7,4,82.3,2.3,100.0,1000.0,2300.0,777.0,-1,2
2377T0702133T,4,2,4,21,6,7,6,422.9,11.8,100.0,1765034.5,4059579.4,23980.0,2003,5
2177T0918830E,2,2,4,25,6,7,6,104.2,2.9,100.0,5887.0,13540.1,1056.0,1967,2
2269T3133617A,4,3,4,10,6,7,6,333.5,9.3,100.0,26287.3,60460.9,4523.7,-1,5
2332T3411087O,5,2,4,16,6,0,6,124.4,9.3,5183.0,524593.0,625552.3,52219.0,1967,3
2155T0094653F,0,6,4,21,6,4,6,91.6,11.8,100.0,175451.0,243498.2,15957.0,1989,2
2394T4025381Q,5,3,4,9,6,4,6,236.2,43.2,100.0,384136.6,439394.39999999997,11011.0,1981,4
2225T0161542T,3,2,4,21,6,7,6,267.6,38.2,100.0,23518.0,35946.0,2880.0,1947,4
2283T3147495I,4,3,4,10,6,7,6,2293.5,63.8,100.0,193261.0,444500.3,56059.0,-1,7
2336T1408237A,4,2,4,24,6,7,6,29.5,0.8,100.0,2468.0,5676.4,508.0,-1,1
2261T2945568B,4,2,4,25,6,4,6,176.1,31.2,100.0,332838.7,387438.7,35708.0,-1,3
2312T4253107E,5,3,5,24,7,7,2,198.0,5.5,124.0,29900.0,68770.0,5382.0,1949,4
2351T3512907L,5,3,4,9,6,7,6,451.1,12.6,100.0,22883.5,52632.1,6638.0,-1,6
2275T2459518J,4,2,4,25,6,7,6,1.3,0.0,100.0,25.0,57.5,7.0,-1,1
2163T0886575B,2,5,4,9,7,7,2,250.6,7.0,100.0,4271.8,9825.1,770.3,2013,5
2360T0620606L,4,3,5,24,6,7,6,1233.5,34.3,134.8,216883.0,498830.9,34733.4,1949,7
2374T4323143G,5,2,5,24,6,7,6,939.6,32.6,2235.0,954146.0,2100093.4,145891.7,2005,7
2168T0356165W,0,6,0,24,7,7,2,457.0,16.0,804.1,270791.6,681.3000000000001,15157.8,1986,5
2374T1000423I,4,3,4,21,6,7,6,70.4,2.0,100.0,1582.7,3640.1,268.8,1983,2
2266T0879082A,3,2,4,9,6,7,6,759.2,21.1,100.0,30286.0,69657.8,3971.0,1980,7
2222T0393274K,3,2,5,24,6,7,6,109.1,3.0,296.2,42139.0,96919.7,6793.6,2004,3
2313T1354187H,4,3,4,10,6,7,6,447.9,51.8,100.0,26777.0,39158.2,4682.0,-1,6
2306T0138491M,4,2,4,21,6,7,6,250.9,7.0,100.0,132500.0,304750.0,3843.0,2002,4
2133T0364360S,0,6,0,24,7,7,2,174.0,6.0,36264.5,2757413.0,174.9,228865.3,1990,4
2383T0432207F,4,3,4,10,6,7,6,286.4,8.0,100.0,4127.0,9492.1,1197.0,-1,5
2244T0170148M,3,2,4,7,4,4,2,292.2,56.5,100.0,15616.0,17257.9,2236.5,1948,5
