n_dpe,version_dpe,methode_du_dpe,categorie_erp,secteur_activite,type_energie_principale_chauffage,type_energie_n_1,type_usage_energie_n_1,conso_kwhep_m2_an,emission_ges_kgco2_m2_an,surface_utile,conso_finale_energie,conso_primaire_energie,frais_annuel_energie,annee_construction,etiquette_dpe
2392T2430872H,5,2,5,24,6,7,6,262.1,7.3,3038.0,750014.0,1725032.2,119975.7,2004,4
2229T0010106L,2,2,4,25,7,7,2,68.0,1.9,100.0,11716.0,26946.8,1542.8,1948,2
2268T0659783N,2,2,4,19,6,5,6,328.0,58.7,120.4,59062.0,72328.5,5773.8,1970,5
2331T4101317V,5,2,5,25,6,7,6,79.9,2.4,2608.5,137024.0,208329.0,13828.5,2023,2
2366T0655990P,4,2,5,24,6,7,6,247.1,6.9,174.8,18783.0,43200.9,3059.2,1940,4
2106T0291274R,0,6,4,5,6,7,6,258.9,9.5,137.9,15530.0,35719.0,4422.9,1997,4
2195T0792999F,1,2,4,6,6,7,6,233.6,6.5,100.0,127232.0,292633.6,7563.0,2003,4
2133T0234793J,0,2,4,9,6,7,6,707.6,19.7,1180.0,399358.0,918523.4,145434.0,2001,7
2357T0555776W,4,2,5,24,6,7,6,94.8,2.6,660.0,20875.0,48012.5,3393.7,2017,3
2393T2956342S,5,0,0,24,7,7,2,114.0,9.0,181.7,11587.0,111.1,1685.0,2023,3
2249T3154102D,4,2,4,19,6,3,0,126.3,24.3,100.0,24385.2,29858.2,3464.0,-1,3
2375T0492937R,4,3,5,24,6,4,6,309.6,70.3,410.0,126923.9,126923.9,6219.3,1960,5
2394T2130468J,4,2,4,25,6,7,6,621.5,17.3,100.0,212027.7,487663.6,61503.0,-1,6
2268T2896847L,4,2,4,13,6,4,6,37.5,5.1,100.0,8284.9,11147.5,2404.0,2010,2
2356T1267784T,5,2,5,25,7,7,2,168.8,4.7,167.2,12274.0,28230.2,1227.0,1990,3
2256T0211456S,3,2,4,13,6,7,6,150.8,4.2,100.0,30281.7,69647.8,4844.3,2011,3
2283T3083139C,4,2,4,9,6,7,6,230.3,6.4,100.0,6084.0,13993.2,708.7,-1,4
2475T0403446T,5,2,4,25,6,7,6,225.5,6.3,100.0,6509.0,14970.7,1888.0,-1,4
2272T2954231R,4,2,4,9,6,7,6,2392.8,274.1,100.0,265229.6,389555.1,28007.0,-1,7
2363T0824419N,4,2,0,21,7,7,2,148.0,4.0,96.8,6256.0,148.6,462.4,1983,3
2395T4306068I,5,2,0,16,4,4,2,181.0,29.0,1034.0,153630.69999999998,181.4,3027.2,1936,3
2369T1415632S,4,3,4,21,6,7,6,392.1,10.9,100.0,19056.3,43829.6,3502.3,-1,5
2333T3504270O,5,3,4,7,6,7,6,102.0,2.8,100.0,6147.7,14139.6,648.1,-1,3
2349T0799365J,4,0,0,24,5,7,4,186.0,3.0,434.4,48497.0,187.7,5966.0,2023,3
2239T1856288V,3,2,5,24,6,7,6,293.3,8.2,55.8,7112.0,16357.6,1213.1,1900,5
2343T0748995V,4,3,5,24,4,4,2,323.8,62.7,77.3,22352.1,24880.6,2184.2,1979,5
2475T0267402H,5,3,4,9,6,7,6,339.6,9.4,100.0,8169.7,18790.2,2369.7,-1,5
2313T1207020A,4,3,4,16,6,7,6,99.3,2.8,100.0,2589.0,5954.7,751.0,-1,3
2154T0625403Q,1,2,4,21,5,5,2,451.5,48.8,100.0,99541.1,99541.1,3186.3,1948,6
2207T3033650T,4,2,0,21,7,7,2,346.0,9.0,619.3,93181.0,346.1,0.0,1978,4
2362T0663029E,4,3,4,7,6,7,6,236.4,6.6,100.0,9045.3,20804.3,972.7,-1,4
2357T0796680K,4,2,4,9,6,7,6,105.6,8.8,16104.0,12035.2,20331.8,2480.0,1987,3
2227T0765225K,2,2,4,21,6,7,6,291.4,8.1,275.0,104527.0,240412.09999999998,16768.899999999998,1900,4
2241T2514937O,4,2,4,11,6,7,6,401.2,11.2,100.0,345410.0,794443.0,56000.0,1994,4
2144T0276207Q,0,4,4,24,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1989,1
2120T0091527Q,0,6,4,5,6,7,6,151.9,4.2,100.0,5241.0,12054.3,1908.7,1948,3
2134T0725064Z,1,4,4,10,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1975,1
2206T1650714W,3,2,5,24,6,7,6,696.7,19.4,58.4,44209.0,101680.70000000001,7124.6,1800,7
2250T2589283J,4,3,4,21,6,7,6,123.1,3.4,100.0,3121.0,7178.3,509.0,1951,3
2350T2270172X,4,3,5,9,6,7,3,555.0,61.0,80.5,34137.0,78516.0,5652.0,1960,7
2372T4178536J,5,2,4,19,6,7,6,133.8,3.7,100.0,2299.8,5289.5,667.0,-1,3
2242T0289484G,3,2,4,21,6,7,6,1150.3,32.0,100.0,139183.7,320122.4,16783.6,1970,7
2338T3306870L,5,2,4,8,6,5,6,153.2,10.8,100.0,170553.0,207238.5,20229.3,1989,3
2257T0120297Q,3,2,4,25,6,4,6,97.8,12.6,100.0,72698.2,100597.8,7727.3,1948,2
2142T0966265G,2,2,4,21,6,7,6,145.8,4.1,100.0,106253.0,244381.9,20978.0,1947,3
2355T0736963N,4,2,4,16,6,3,6,180.3,49.0,100.0,71815.2,71815.2,9019.7,-1,4
2110T0399135I,0,4,4,9,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1948,1
2364T1631632F,5,2,5,24,6,7,6,130.4,3.6,144.9,8216.0,18896.8,1386.8,2005,3
2262T2010138A,3,2,5,9,6,7,4,72.0,16.0,75.9,16434.0,16434.0,2118.0,1960,2
2429T0380455S,5,3,4,25,6,4,6,152.9,28.1,100.0,10320.9,11753.5,1090.3000000000002,-1,3
2376T3225529K,5,2,4,25,6,3,6,132.3,23.6,100.0,27726.4,35379.5,4831.0,1990,3
2322T3045878R,5,2,4,19,6,7,6,268.2,7.5,100.0,4617.0,10619.1,1339.3,-1,4
2171T0787333J,1,4,4,10,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
2255T1440097C,3,2,4,10,6,4,6,164.5,37.3,100.0,38605.0,38605.0,3403.0,-1,3
2140T0673548V,1,2,4,9,6,7,6,152.5,4.2,100.0,11593.0,26663.9,2211.7,2013,3
2313T2040982M,4,3,4,9,6,7,6,1270.3,35.3,100.0,74000.0,170200.0,9296.0,-1,7
2361T1791870C,4,3,4,10,6,7,6,440.8,31.9,100.0,48881.100000000006,94069.6,7778.9,-1,6
2113T0353667R,0,4,4,25,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
2169T0933259V,2,2,4,21,6,7,6,233.7,15.5,100.0,871000.0,1602250.0,252651.0,1947,4
2435T0259830N,5,2,4,21,6,7,6,111.9,3.1,100.0,100903.0,232076.9,29269.0,-1,3
2304T1034475I,4,2,0,21,0,0,2,95.0,3.0,871.0,65000.0,95.6,5742.1,2017,2
2306T1970775Y,4,2,4,25,4,4,2,203.6,46.2,100.0,5631.4,5631.4,626.3,-1,3
2140T0949877W,2,4,4,24,6,6,6,0.1,0.1,100.0,0.0,0.0,0.0,2011,1
2401T0506595E,5,2,4,7,0,0,2,214.6,25.6,100.0,174710.9,212472.0,25290.7,-1,4
2235T2303191G,4,2,4,10,6,7,6,349.7,9.7,100.0,26345.0,60593.5,2634500.0,-1,5
2334T1244685M,4,2,4,10,6,7,6,346.0,9.6,100.0,14894.0,34256.2,4320.0,-1,5
2351T1753976G,5,3,5,24,7,7,2,324.6,9.0,94.6,13350.0,30705.0,2194.6,1948,5
2180T0627510R,1,2,4,10,6,7,6,216.3,29.6,100.0,57260.0,83260.0,11131.0,1948,4
2275T2466009A,4,3,4,21,6,4,6,161.3,36.6,100.0,18476.7,18476.7,2055.0,-1,3
2235T0523809M,2,2,4,9,6,7,6,593.3,67.9,100.0,51161.0,85267.8,8182.0,1947,7
2360T3491262H,5,2,5,24,6,7,6,200.4,5.6,541.2,47166.0,108481.8,7597.4,1985,4
2233T0956750Z,3,2,4,21,6,7,6,218.3,6.1,100.0,390044.0,897101.2,113140.0,-1,4
2313T3890456C,5,2,2,9,6,7,6,948.2,26.4,1100.0,906955.0,2085996.5,145069.0,1985,7
2271T1866064B,3,2,4,9,6,4,6,165.2,26.8,100.0,1210587.3,1483030.3,142785.5,1948,3
2371T2931327T,5,2,4,23,6,4,6,74.6,13.1,100.0,24630.9,28803.9,33677.200000000004,-1,2
2427T0469693W,5,2,0,21,7,7,2,99.0,2.0,465.3,20168.7,99.7,4546.0,2021,2
2459T0040890R,5,3,4,9,6,7,6,147.6,10.3,100.0,4944.0,8931.1,1300.0,-1,3
2368T3498911U,5,3,4,9,6,7,6,380.7,41.4,100.0,25603.0,38526.3,4626.0,-1,5
2119T0346049X,0,2,4,7,6,4,6,208.0,47.2,100.0,9400.9,9400.9,735.0,1948,3
2338T3740548J,5,2,4,11,6,7,6,319.9,8.9,100.0,50673.3,116548.7,14699.0,-1,3
2207T2458931E,4,2,4,24,6,7,6,882.5,31.1,100.0,438814.5,970702.4,41945.5,-1,7
2393T0789121B,4,2,0,24,7,7,2,386.0,14.0,121.0,21678.7,386.2,3242.0,1971,6
2318T3695122L,5,2,4,8,6,7,6,100.7,5.2,100.0,11687.5,23811.3,5034.7,1976,3
2335T1380386U,4,2,4,9,6,7,6,67.8,1.9,100.0,12608.0,28998.4,2634.5,-1,2
2414T0230448Q,5,3,4,9,6,7,6,403.1,11.2,100.0,28110.0,64653.0,8154.0,-1,6
2313T1054121H,4,2,4,19,6,7,6,200.9,5.6,100.0,11724.0,26965.2,3400.7,-1,4
2351T4436256W,5,2,0,24,7,7,2,111.0,3.0,2970.0,143710.0,111.3,55999.5,1948,3
2383T0660593H,4,0,0,24,7,7,5,58.0,1.0,3693.0,84268.8,52.400000000000006,13556.0,2023,2
2392T1779851A,4,3,4,21,6,4,6,87.5,19.9,100.0,6257.0,6257.0,696.0,-1,2
2364T2916107C,5,2,4,21,6,7,6,294.2,8.2,100.0,24112.0,55457.6,6994.0,2006,4
2374T4505969A,5,3,4,19,6,7,6,175.0,4.9,100.0,5917.0,13609.1,1077.0,2003,3
2269T1784096J,3,2,0,22,4,4,2,215.0,32.0,2618.4,440136.89999999997,216.0,34733.6,1954,4
2383T0126426K,4,2,4,19,6,7,6,209.1,5.8,100.0,4900.0,11270.0,0.1,-1,4
2254T2225231N,4,3,4,9,6,7,6,1021.9,28.4,100.0,31642.0,72776.6,9178.0,-1,7
2291T0820888T,3,2,4,24,6,7,6,37.1,1.0,100.0,6543.0,15048.9,2673.0,1989,2
2356T1657973A,4,3,5,10,6,7,3,757.0,21.0,123.4,121893.0,280353.0,19656.0,1949,7
2433T0543139Y,5,2,2,24,6,4,6,62.7,9.9,761.0,38293.7,47721.5,79324.6,1800,2
2248T3198036W,4,2,5,24,6,5,6,260.8,6.3,472.4,244000.0,244000.0,18987.0,1910,4
2113T0293144W,0,4,4,5,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,2006,1
2280T0870608Q,3,2,4,9,6,7,3,530.0,15.0,53.9,37230.0,85629.0,6141.0,2001,7
2386T1118717O,4,2,4,19,6,7,6,296.2,8.2,100.0,10297.7,23684.6,1023.3,-1,5
2438T0426476C,5,3,4,25,6,4,6,101.0,22.9,100.0,10168.9,10168.9,2468.5,1973,2
2292T0405459T,3,2,4,7,6,7,0,280287.4,7799.3,100.0,11464000.0,26367200.0,706.8,2013,7
2163T0754149T,1,4,4,10,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
2378T4498279K,5,2,4,21,6,4,6,236.2,35.3,100.0,75846.0,97190.7,11373.0,-1,4
2338T3639275G,5,3,4,21,6,7,6,315.0,8.8,100.0,8250.5,18976.1,2393210.4,-1,5
2275T2630661U,4,2,4,7,7,7,2,992.8,27.6,100.0,8898.0,20465.4,981.6,-1,7
2344T3959509E,5,2,4,10,6,3,6,296.0,80.5,100.0,74878.8,74878.8,5408.0,-1,5
2278T0768849T,3,2,4,7,6,7,6,440.7,12.3,100.0,11538.0,26537.4,3347.0,1986,6
2359T4371053J,5,3,4,9,6,7,6,157.7,4.4,100.0,27607.0,63496.1,8008.0,-1,3
2375T2029933X,4,2,4,25,6,7,6,63.1,1.8,100.0,15689.0,36084.7,4551.0,-1,2
2367T3324391L,5,2,4,7,6,4,6,208.1,27.7,100.0,418997.7,570772.2,121538.7,-1,2
2142T0741533S,1,2,4,19,6,4,6,33.1,7.5,100.0,3643.0,3643.0,1057.0,1947,1
2275T0007021O,2,2,4,21,6,7,6,128.4,3.6,100.0,12022.0,27650.6,1310.0,1947,3
2349T4106212U,5,2,4,21,6,7,6,346.4,9.6,100.0,6627.0,15242.1,2201.0,2012,4
2314T0808060L,4,3,4,21,6,7,6,383.3,10.7,100.0,24600.0,50600.0,3799.0,-1,5
2113T0613205X,1,2,4,9,6,7,6,319.3,8.9,100.0,22390.0,51497.0,6495.0,1948,5
2286T1794752W,3,2,4,9,6,7,6,255.6,30.0,100.0,28245.5,40980.3,8194.0,1960,4
2341T2414432A,5,2,5,24,6,4,6,172.8,25.9,8673.0,2758257.6999999997,2758257.6999999997,170434.0,1972,4
2277T1393851G,3,2,4,9,6,7,6,535.7,14.9,100.0,496808.0,1142658.4,144109.0,2008,7
2111T0611168M,1,4,4,21,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
2169T0556937X,1,2,4,8,6,7,6,41.8,1.2,100.0,3982.0,9158.6,1155.0,2013,1
2267T0878006R,3,2,4,25,6,7,6,83.5,2.3,100.0,3599.3,8278.5,742.1,1947,2
2285T2803141A,4,2,4,21,6,7,6,229.5,6.4,100.0,22795.7,52430.0,4501.8,-1,4
2332T4203159W,5,2,4,8,6,7,6,34.5,1.0,100.0,2634.7000000000003,5987.9,284.0,-1,2
2338T0975382V,4,2,5,24,6,7,3,130.0,4.0,165.0,27591.0,63462.0,4623.0,2005,3
2114T0304402X,0,4,4,25,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1948,1
2342T4314949W,5,3,4,9,6,7,6,435.4,12.1,100.0,9733.3,22386.7,1460.0,-1,6
2238T2598831D,4,3,4,9,6,7,0,242.6,6.8,100.0,8123.0,18682.9,2356.0,-1,4
2306T1378272J,5,2,5,24,6,7,6,1105.8,30.8,243.1,116881.0,268826.3,18744.1,1929,7
2133T0411238S,0,2,4,21,4,4,2,142.5,27.1,100.0,6097.0,6812.0,1000.0,1948,3
2394T2168936X,4,2,4,24,4,4,2,192.7,40.3,100.0,96629.2,101770.7,3137.0,-1,4
2214T0959608E,2,2,5,25,6,7,6,412.6,11.5,88.0,47355.0,108916.5,7627.6,1950,5
2357T1243021J,4,2,4,25,6,7,6,136.6,3.8,100.0,24754.0,56934.2,7180.3,-1,3
2231T0768332B,3,2,5,24,6,7,6,469.1,13.1,91.0,37124.0,85385.20000000001,5991.799999999999,2008,6
2387T4260664S,5,2,5,24,6,7,6,150.4,4.2,45.1,5897.0,13563.1,1021.9,1949,3
2273T2752873E,4,3,5,9,6,7,3,508.0,14.0,44.9,29742.0,68406.0,4962.0,1960,7
2259T2633684L,4,0,5,24,7,7,2,55.2,1.5,6608.8,100412.79999999999,230949.4,16090.5,2022,2
2325T1686659D,5,3,5,24,6,7,6,461.3,12.8,86.4,17329.0,39856.7,2826.7,1900,6
2377T0561550S,4,2,5,24,4,7,5,604.7,31.9,2624.0,1810706.0,4164623.8000000003,289569.7,1970,7
2331T4119571X,5,2,4,7,6,7,6,170.7,18.6,100.0,673513.5,1011513.5,195379.0,-1,2
2205T0655037O,3,2,4,11,6,7,6,512.9,14.3,100.0,4128.3,9495.2,526.4,1989,4
2245T1890508F,3,2,5,25,6,4,6,132.3,30.0,231.0,91656.7,91656.7,7613.0,1970,3
2226T0200140I,2,2,5,24,6,7,6,686.4,19.1,46.0,13726.0,31569.8,2253.8,1949,7
2433T0391751I,5,2,4,25,6,7,6,125.7,3.5,100.0,3582.0,8238.6,1039.0,-1,3
2392T2179786D,4,2,4,22,6,7,6,191.5,5.3,100.0,9875.0,22712.5,540.0,-1,4
2359T4528857T,5,2,5,25,6,5,1,110.0,73.0,230.5,49629.0,49629.0,3981.0,1930,3
2113T0854699D,2,2,4,25,6,7,6,23.7,0.7,100.0,225.0,517.5,224.0,1948,1
2327T2169416U,4,2,4,9,4,7,6,205.9,18.8,100.0,16672.0,27104.5,2245.3999999999996,-1,4
2392T1662559U,4,3,4,9,6,7,6,318.2,8.9,100.0,12173.0,27997.9,12053.0,-1,5
2313T4253330U,5,3,4,25,6,7,6,193.6,5.4,100.0,4000.0,9200.0,1160.0,-1,3
2384T3533899C,5,3,4,25,6,7,6,293.1,8.2,100.0,8411.0,19345.3,2440.0,-1,5
2259T3108785O,4,2,4,21,6,7,6,394.5,11.0,100.0,12669.0,29138.7,1971.0,2006,5
2367T0540703N,4,3,4,9,6,7,6,233.9,6.5,100.0,9300.0,21390.0,2698.0,-1,4
2192T0691932X,1,4,4,21,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1989,1
2230T0171915X,3,0,4,25,7,7,5,59.6,1.7,100.0,36870.2,84801.5,5935.4,2021,2
2216T0894628A,3,2,4,9,6,7,6,54.1,1.5,100.0,93354.0,214714.2,19486.0,2006,2
2262T0416969H,3,2,4,24,6,7,6,268.1,7.5,100.0,8000.0,18400.0,2321.0,1978,4
2325T4199172G,5,3,5,25,6,7,3,216.0,6.0,548.4,154566.0,355503.0,24882.0,1989,4
2131T0657744Q,1,4,4,6,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1989,1
2231T0118890N,3,2,4,21,6,7,6,269.1,7.5,100.0,16687.0,38380.1,4840.0,1949,4
2269T0459266J,3,2,4,21,6,7,6,153.3,4.3,100.0,1832.9,4215.7,347.0,1947,3
2335T4010583F,5,2,5,9,6,7,3,748.0,21.0,42.0,40917.0,94110.0,4797.0,2005,7
2395T3571925B,5,3,4,21,6,7,6,260.5,7.2,100.0,33229.0,76426.7,6646.0,-1,4
2239T2131531C,4,2,4,10,6,0,6,217.3,27.9,100.0,33960.0,33960.0,2619.0,-1,4
2378T3190855W,5,2,4,21,4,4,2,173.6,31.0,100.0,35173.9,40748.3,848.3,-1,3
2331T1609324Y,4,2,4,21,6,7,6,152.3,4.2,100.0,12374.0,28460.2,3299.0,-1,3
2267T2262387C,4,2,3,24,6,4,6,130.4,24.1,1007.0,220127.8,237001.8,15289.099999999999,1950,3
2385T3531464M,5,2,4,21,6,7,6,138.3,3.8,100.0,7010.0,16123.0,2033.0,2008,3
2377T0505357L,4,3,4,9,7,7,2,111.3,3.1,100.0,3552.0,8169.6,1030.0,-1,3
2280T0817490Q,3,2,4,24,6,7,3,2344.0,65.0,90.0,275259.0,633096.0,39636.0,1997,7
2317T1378346Q,5,2,5,24,6,7,6,102.5,2.9,1255.1,16015.4,36835.5,6231.3,2000,3
2377T0629210A,4,3,5,9,6,7,3,145.0,15.0,82.1,9801.0,22542.0,1854.0,1948,3
2363T4445815Z,5,2,4,9,6,7,6,324.4,9.0,100.0,7707.0,17726.1,1628.5,-1,5
2313T4457623F,5,3,4,9,6,7,6,9.9,0.3,100.0,140.0,322.0,240.0,-1,1
2464T0289602S,5,3,5,24,7,7,2,448.1,12.5,38.8,2252.0,5179.6,689.5,1902,6
2279T1403823W,3,2,5,22,0,7,3,797.0,173.0,2581.2,1891833.0,4351215.0,302652.0,2010,7
2306T2259716B,4,3,4,21,6,4,6,121.7,22.2,100.0,3586.1,4104.8,302.4,1967,3
2106T0656241W,1,2,5,25,6,7,6,490.2,13.6,92.1,58875.0,135412.5,9469.5,1900,5
2331T0308450I,4,2,4,7,6,7,6,100.9,2.8,100.0,3290.0,7567.0,954.0,2012,2
2273T1789466B,3,2,4,9,6,7,6,244.7,6.8,100.0,4225.0,9717.5,1226.0,-1,4
2167T0796576S,1,2,4,9,6,7,6,250.8,7.0,100.0,9596.0,22070.8,1025.8,1947,4
2368T1226604J,4,3,5,21,7,7,2,187.5,5.2,243.5,19853.0,45661.9,3230.3,1970,4
2384T3115385K,5,3,5,9,6,7,6,442.6,12.3,139.0,26751.0,61527.3,4333.2,1900,4
2150T0628122B,1,4,4,10,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1948,1
2269T0245006P,3,2,4,19,6,7,6,308.3,8.6,100.0,5477.0,12597.1,1589.0,1984,5
2257T0557702X,3,2,4,10,6,7,6,700.5,35.9,100.0,64772.7,129190.3,9522.0,1947,7
2313T0014529Z,4,3,4,10,6,7,6,553.4,15.4,100.0,20376.0,46864.8,2935.0,-1,7
2394T0909685E,4,2,5,24,6,7,6,115.0,8.0,305.9,46327.5,77721.9,5596.200000000001,1985,3
2456T0104271H,5,2,4,10,6,7,6,476.5,71.3,100.0,24285.9,33625.1,3791.1,-1,6
2293T3236018L,5,2,5,24,6,4,6,39.3,8.9,703.0,47321.9,47321.9,3321.5,1990,2
2221T0331438B,2,2,0,24,4,7,2,342.0,35.0,987.3,219577.8,342.9,24563.9,1945,4
2330T0266128N,4,2,4,9,6,7,6,199.2,5.5,219.0,20865.0,47989.5,3547.0,2013,4
2395T2578642W,5,3,4,9,6,7,6,100.7,2.8,100.0,3681.0,8466.3,1068.0,-1,3
2362T0698458V,4,0,0,21,7,7,2,65.0,4.0,952.0,68117.9,164.6,7092.0,2023,2
2359T0011546A,4,2,4,10,6,7,6,502.6,57.5,100.0,136590.5,200674.0,31340.0,-1,6
2433T0513952J,5,2,5,24,6,4,6,151.3,21.9,2376.0,275877.3,359431.7,109870.0,1970,3
2359T1103418C,4,2,4,9,6,7,6,276.2,28.9,100.0,476328.0,729275.5,44176.0,-1,5
2344T0028039U,4,2,5,24,6,7,6,159.0,4.4,385.0,53230.0,122429.0,8566.9,1970,3
2214T1788465H,3,2,5,9,7,7,2,1341.0,84.0,80.0,115458.0,265554.0,18630.0,1949,7
2275T2892731K,4,3,4,25,6,4,6,160.6,36.5,100.0,224815.7,224815.7,21460.9,-1,3
2274T2446415J,4,2,4,11,6,7,6,304.5,10.4,100.0,53047.3,117236.6,14730.3,-1,3
2175T0820651Z,1,2,4,10,6,7,6,369.1,10.3,100.0,17599.0,40477.7,943.5,1948,5
2335T2927354O,5,2,4,9,6,7,6,46.8,1.3,100.0,1918.7,4412.9,556.3,-1,2
2269T0503646H,3,2,4,9,6,7,6,230.2,6.4,100.0,51734.0,118988.2,11374.0,1989,4
2243T2004139O,4,2,4,7,6,2,6,137.7,44.6,100.0,11847.2,11847.2,1083.2,-1,3
2330T3020318X,5,2,4,21,6,7,6,137.0,3.8,100.0,39323.3,90443.7,11406.3,-1,3
2339T3048434Q,5,2,5,24,6,7,6,250.6,34.8,688.6,111648.0,172543.9,18232.4,1947,3
2126T0886449U,2,2,4,7,6,7,6,220.4,6.1,100.0,11593.0,26663.9,1437.0,2018,4
2425T0540840F,5,3,4,10,6,7,6,697.9,72.2,100.0,87808.4,135215.5,7111.0,-1,7
2313T2548185H,5,0,0,21,7,7,1,-885.0,3.0,2882.7,1371283.6,1094.0,17934.0,2023,1
2369T1085487V,4,2,5,25,6,7,6,77.1,2.8,274.4,10120.0,23276.0,1405.7,2011,2
2389T0476339V,4,2,4,9,6,7,6,107.9,14.9,100.0,51931.0,80558.3,6735.1,-1,3
2176T0235707E,0,6,4,25,6,4,6,246.0,42.8,100.0,113716.0,133941.4,6340.0,1948,4
2303T1062906U,4,1,0,24,4,4,2,190.0,21.0,222.3,28882.0,197.2,3300.0,2022,3
2242T1323109B,3,2,4,25,7,7,2,358.2,10.0,100.0,12850.0,29555.0,3110.0,-1,5
2336T3623070X,5,3,4,24,6,7,6,811.5,22.6,100.0,21347.0,49098.1,1933.0,-1,7
2362T0671271E,4,2,0,24,4,4,2,176.0,40.0,192.1,33985.8,177.0,2263.5,1945,4
2237T3077568B,4,2,5,24,6,4,6,89.3,12.0,46.3,3042.0,4136.6,488.9,2020,2
2291T2092157S,3,2,4,21,6,7,0,180.5,5.0,100.0,5525.0,12707.5,940.3,1997,3
2371T1007376Q,4,2,4,21,6,7,6,155.7,4.3,100.0,14594.0,33566.2,2262.0,-1,3
2277T2720059G,4,3,4,10,6,7,6,622.5,17.3,100.0,25308.0,58208.4,7341.0,2008,7
2130T0450030P,0,2,4,5,6,4,6,190.2,34.8,100.0,11148.8,12746.5,4060.7,1947,4
2335T3373255P,5,2,4,21,6,4,6,351.3,65.2,100.0,118381.3,134078.8,14050.0,-1,5
2174T0230582Z,0,2,4,5,6,4,6,436.7,99.1,100.0,20919.6,20919.6,3016.9,1948,5
2359T0588018A,4,3,4,21,6,7,6,453.8,12.6,100.0,9440.0,21712.0,68.0,-1,5
2183T0325712E,0,4,4,19,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1948,1
2287T1722019M,3,2,4,24,6,4,6,625.9,89.4,100.0,152228.5,200043.8,18776.1,1970,7
2391T2621728W,5,2,4,21,6,5,6,86.6,5.1,100.0,41251.1,41251.1,1856.3,-1,2
2156T1011336H,2,2,4,10,6,2,0,105.7,34.2,100.0,24755.5,24755.5,2263.0,1948,3
2242T0669274O,3,2,4,19,6,7,6,261.3,7.3,100.0,3906.0,8983.8,824.0,2013,4
2274T3142330I,4,0,0,24,7,7,2,94.0,2.0,1077.0,43216.6,3822.9,6969.0,2022,2
2331T3834232I,5,2,4,24,6,7,6,326.7,9.1,100.0,31550.0,72565.0,9732.0,-1,5
2313T1408156A,4,2,4,9,6,7,6,199.0,5.5,100.0,7562.0,17392.6,2193.5,-1,4
2374T1712274F,4,2,4,9,6,7,6,130.8,3.6,100.0,72784.0,167403.2,27461.0,1991,3
2272T0862432W,3,2,5,24,7,7,2,201.2,5.6,119.0,9541.0,21944.3,1595.3,1997,4
2331T0185507T,4,3,5,24,4,4,2,160.4,25.0,75.9,23470.2,23470.2,1763.3,1945,3
2144T0218984T,0,6,4,25,6,7,6,13.0,0.4,100.0,406.0,933.8,265.4,2006,1
2375T1077212U,4,3,4,9,6,7,6,383.1,10.7,100.0,13962.0,32112.6,4050.0,-1,6
2131T0373059F,0,2,4,21,6,7,6,345.7,31.3,100.0,108991.0,177891.0,11926.0,1948,4
2178T0805421I,1,2,5,6,7,7,2,251.0,7.0,388.3,101604.0,233688.0,16413.0,1900,4
2321T2120931T,4,3,4,9,4,4,2,142.3,32.3,100.0,10410.8,10410.8,3020.0,-1,3
2194T0391017I,0,2,4,6,6,7,6,324.3,9.0,100.0,13044.3,30002.0,4750.3,1947,5
2369T1002914Y,4,2,4,24,4,4,2,39.2,5.4,100.0,932.3,1249.5,417.0,1970,2
2194T0641704D,1,2,4,24,6,7,6,402.2,11.2,100.0,8282.0,19048.6,670.0,1983,6
2263T0777032X,3,2,4,24,6,7,6,141.8,3.9,100.0,12211.0,28085.3,2542.0,2013,3
2271T2728865S,4,2,0,21,4,4,2,213.0,31.0,1094.0,182012.90000000002,213.6,0.0,1945,4
2385T2963478W,5,2,4,13,6,7,6,140.3,3.9,100.0,53792.0,123721.6,12369.2,2016,3
2344T1390575A,5,2,5,25,6,4,6,270.3,53.4,1120.0,277580.0,302736.3,19482.2,2013,4
2213T1014561S,3,2,5,24,6,7,6,55.7,1.5,46.7,3422.0,7870.6,585.9000000000001,1900,2
2172T0515340D,0,4,4,9,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,2001,1
2369T4129047V,5,2,4,25,6,7,6,150.0,4.2,100.0,9576.0,22024.8,2281.0,1950,3
2294T1428660S,3,2,4,24,6,7,6,111.5,3.1,100.0,28062.0,64542.6,4439.0,-1,3
2256T0730606A,3,2,4,9,6,7,6,27.9,0.8,100.0,26238.0,60347.4,5264.3,1989,1
2242T2369218A,4,3,4,21,6,7,6,380.2,10.6,100.0,8492.0,19531.6,2463.3,-1,5
